2003,31,I Wish I Wasn't,Heather Headley,D♭ Major,3B,4:15,112,43,74,33,-6 dB,78,0,13,4
2003,32,Rain On Me,Ashanti,D♭ Major,3B,5:15,84,78,60,47,-4 dB,25,0,21,23
2003,33,Fabulous,Jaheim ,E Minor,9A,3:47,76,46,66,60,-8 dB,55,0,16,6
2003,34,Wanksta,50 Cent,D♭ Major,3B,3:39,81,87,81,88,-4 dB,2,0,14,16
2003,35,Rock Wit U (Awww Baby),Ashanti,E Minor,9A,3:29,95,81,71,85,-3 dB,43,0,18,7
2003,36,The Jump Off,Lil' Kim ,B♭ Minor,3A,3:54,105,74,84,90,-8 dB,22,0,5,38
2003,37,Work It,"Missy ""Misdemeanor"" Elliott",D♭ Major,3B,4:14,102,66,80,20,-7 dB,20,52,9,7
2003,38,I Can,Nas,F# Minor,11A,4:13,95,88,84,69,-4 dB,10,0,7,18
2003,39,Air Force Ones,Nelly ,E Minor,9A,5:04,164,47,78,63,-10 dB,9,0,9,32
2003,40,No Letting Go,Wayne Wonder,F Minor,4A,3:22,100,82,50,32,-6 dB,5,0,18,4
2003,41,"Bump, Bump, Bump",B2K & P. Diddy,D♭ Minor,12A,4:42,95,68,83,89,-6 dB,10,0,4,22
2003,42,All I Have,Jennifer Lopez ,D♭ Major,3B,4:14,83,67,70,47,-5 dB,26,0,14,11
2003,43,Never Scared,Bone Crusher ,B Minor,10A,5:16,73,93,59,53,-4 dB,1,0,34,19
2003,44,Gossip Folks,"Missy ""Misdemeanor"" Elliott ",C Major,8B,3:30,122,46,93,67,-10 dB,50,0,19,52
2003,45,"Can't Stop, Won't Stop",Young Gunz,F# Minor,11A,4:22,100,79,86,81,-3 dB,1,0,36,22
2003,46,Emotional Rollercoaster,Vivian Green,F# Minor,11A,3:16,123,56,69,50,-6 dB,10,0,30,9
2003,47,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,E Minor,9A,3:12,100,83,84,78,-4 dB,3,13,8,5
2003,48,Walked Outta Heaven,Jagged Edge,B♭ Major,6B,4:30,120,62,67,52,-6 dB,57,0,5,22
2003,49,Mesmerize,Ja Rule ,D♭ Major,3B,4:38,90,64,76,37,-7 dB,6,0,45,21
2003,50,What Would You Do?,The Isley Brothers ,E Major,12B,3:47,125,40,74,67,-8 dB,78,0,24,8
2003,51,I Should Be...,Dru Hill,D♭ Minor,12A,4:57,122,76,60,48,-4 dB,23,0,17,6
2003,52,Like Glue,Sean Paul,D♭ Major,3B,3:52,98,78,76,59,-5 dB,8,0,11,32
2003,53,Thugz Mansion,2Pac,F Minor,4A,4:07,88,64,71,89,-6 dB,30,0,26,29
2003,54,Like A Pimp,David Banner ,G Major,9B,4:14,144,85,84,91,-5 dB,0,0,8,18
2003,55,4 Ever,Lil' Mo ,F# Major,2B,3:42,99,66,68,76,-11 dB,3,0,37,10
2003,56,Sick Of Being Lonely,Field Mob,A♭ Major,4B,3:49,174,91,71,81,-5 dB,0,0,28,11
2003,57,Snake,R. Kelly ,F Minor,4A,4:51,122,81,64,79,-7 dB,13,0,9,26
2003,58,Holidae In,Chingy ,G Major,9B,5:14,153,79,81,95,-6 dB,9,0,8,18
2003,59,'03 Bonnie & Clyde,Jay-Z ,D♭ Minor,12A,3:24,90,60,85,90,-10 dB,17,0,10,8
2003,60,Pump It Up,Joe Budden,F# Major,2B,4:11,105,86,58,65,-5 dB,4,0,11,33
2003,61, Let's Get Down,Bow Wow ,D♭ Major,3B,4:41,105,44,71,71,-10 dB,4,0,28,47
2003,62,Make It Clap,Busta Rhymes ,D♭ Minor,12A,4:03,121,74,74,95,-4 dB,7,0,5,39
2003,63,The Way You Move,OutKast ,F Minor,4A,3:54,126,60,87,63,-5 dB,13,0,6,5
2003,64,Clubbin,Marques Houston ,E Minor,9A,4:04,103,50,57,29,-7 dB,9,0,9,16
2003,65,I'll Never Leave,R. Kelly,G Major,9B,3:45,114,39,75,53,-8 dB,26,0,26,4
2003,66,Signs Of Love Makin',Tyrese,A♭ Major,4B,4:05,137,36,69,52,-10 dB,22,0,31,9
2003,67,MADE YOU LOOK,Nas,F Minor,4A,3:23,95,94,66,71,-5 dB,17,0,32,30
2003,68,Love Calls,Kem,F# Minor,11A,5:13,144,54,81,53,-9 dB,43,0,12,7
2003,69,Love At 1st Sight,Mary J. Blige ,D Major,10B,4:50,102,46,66,57,-11 dB,48,0,10,23
2003,70,Luv U Better,LL Cool J,F# Major,2B,4:47,95,81,65,69,-4 dB,22,0,30,25
2003,71,Lose Yourself,Eminem,D Major,10B,5:26,171,73,70,7,-5 dB,1,0,36,27
2003,72,Superstar,Ruben Studdard,G Major,9B,4:13,112,43,36,15,-8 dB,74,0,22,3
2003,73,Gimme The Light,Sean Paul,D Major,10B,3:48,107,76,78,92,-6 dB,14,0,4,5
2003,74,Dance With My Father,Luther Vandross,B♭ Major,6B,4:26,81,34,74,23,-10 dB,52,0,7,4
2003,75,Cry Me A River,Justin Timberlake,A♭ Minor,1A,4:48,74,65,62,56,-7 dB,57,0,10,18
2003,76,I Care 4 U,Aaliyah,C Minor,5A,4:47,139,29,68,15,-13 dB,43,0,9,3
2003,77,Read Your Mind,Avant,A♭ Minor,1A,4:23,146,39,75,71,-7 dB,28,0,8,8
2003,78,Hell Yeah,Ginuwine ,F Minor,4A,5:38,88,71,63,65,-7 dB,3,0,56,35
2003,79,What Happened To That Boy,Baby ,F# Minor,11A,4:18,93,88,63,68,-6 dB,6,0,7,32
2003,80,Guess What,Syleena Johnson,D♭ Major,3B,3:32,82,56,84,89,-6 dB,10,0,10,5
2003,81,Paradise,LL Cool J ,F Minor,4A,4:35,98,83,78,79,-3 dB,2,0,21,20
2003,82,Ooh!,Mary J. Blige,B Minor,10A,4:07,93,80,63,28,-6 dB,0,0,6,3
2003,83,Girlfriend,B2K,E♭ Minor,2A,3:24,90,54,68,54,-7 dB,2,0,7,20
2003,84,Come Close To Me,Common ,F Minor,4A,4:29,84,43,66,81,-10 dB,5,92,5,23
2003,85,Do That...,Baby ,D♭ Major,3B,2:21,161,59,80,14,-7 dB,10,0,10,54
2003,86,Satisfaction,Eve,B Minor,10A,4:18,94,55,85,60,-3 dB,24,0,10,45
2003,87,Officially Missing You,Tamia,E Minor,9A,4:02,89,41,48,23,-9 dB,25,0,14,4
2003,88,My Love Is Like... Wo,Mya,E Major,12B,3:29,133,68,83,71,-6 dB,23,0,29,12
2003,89,Realest N*ggas,The Notorious B.I.G. & 50 Cent
2003,90,Act A Fool,Ludacris,C Major,8B,4:30,109,90,57,80,-2 dB,22,0,22,35
2003,91,When The Last Time,Clipse,B Major,1B,4:14,99,88,85,85,-3 dB,51,0,30,25
2003,92,Laundromat,Nivea,E Major,12B,4:23,128,48,72,67,-8 dB,50,0,10,6
2003,93,If I Can't,50 Cent,B Minor,10A,3:16,94,64,88,89,-2 dB,25,0,2,31
2003,94,I Love You,Dru Hill,B Minor,10A,5:13,124,70,57,55,-7 dB,37,0,51,5
2003,95,24's,T.I.,F# Major,2B,4:42,162,73,74,58,-4 dB,23,0,10,20
2003,96,Wat Da Hook Gon Be, Murphy Lee ,B♭ Minor,3A,3:44,95,60,93,90,-7 dB,10,0,15,31
2003,97,What Up Gangsta,50 Cent,D Major,10B,2:59,82,77,68,30,-2 dB,0,0,10,5
2003,98,Beware Of The Boys (Mundian To Bach Ke),Panjabi MC ,B Major,1B,3:23,98,89,77,96,-5 dB,44,54,12,4
2003,99,One Of Those Days,Whitney Houston,C Major,8B,4:15,92,71,68,82,-4 dB,31,0,9,8
2003,100,Still Ballin,2Pac ,A♭ Major,4B,2:49,99,72,94,67,-5 dB,1,0,5,18
2004,1,If I Ain't Got You,Alicia Keys,G Major,9B,3:48,118,44,61,17,-9 dB,60,0,10,11
2004,2,Yeah!,Usher ,D Major,10B,4:10,105,79,89,58,-5 dB,2,0,4,11
2004,3,Burn,Usher,D♭ Major,3B,3:51,120,48,80,69,-7 dB,31,0,12,11
2004,4,Diary,Alicia Keys ,G Major,9B,3:48,118,44,61,17,-9 dB,60,0,10,11
2004,5,Lean Back,Terror Squad,D♭ Major,3B,4:07,127,92,70,69,-3 dB,13,0,11,52
2004,6,You Don't Know My Name,Alicia Keys,A Major,11B,6:06,167,66,26,25,-8 dB,59,0,34,19
2004,7,Jesus Walks,Kanye West,E♭ Minor,2A,3:13,85,84,43,72,-5 dB,58,0,28,43
2004,8,"Me, Myself And I",Beyonce,D♭ Major,3B,5:01,84,46,75,54,-9 dB,23,0,14,8
2004,9,Slow Jamz,Twista ,D Minor,7A,5:16,145,74,57,59,-6 dB,37,0,26,18
2004,10,Confessions Part II,Usher,D♭ Major,3B,3:31,138,47,85,70,-8 dB,6,0,7,14
2004,11,Slow Motion,Juvenile ,C Minor,5A,4:08,173,73,71,87,-5 dB,53,0,7,34
2004,12,Goodies,Ciara ,F Minor,4A,3:23,113,51,94,84,-11 dB,4,0,4,16
2004,13,The Way You Move, OutKast ,F Minor,4A,3:54,126,60,87,63,-5 dB,13,0,6,5
2004,14,Dirt Off Your Shoulder,JAY-Z,B Major,1B,4:04,160,90,56,80,-5 dB,1,0,11,27
2004,15,Sorry 2004,Ruben Studdard,A Major,11B,4:21,130,47,72,46,-8 dB,8,0,33,6
2004,16,Freek-A-Leek,Petey Pablo,D Major,10B,3:55,105,69,76,63,-4 dB,7,0,36,18
2004,17,Tipsy,J-Kwon,B Minor,10A,4:03,93,75,93,62,-6 dB,5,0,10,28
2004,18,Splash Waterfalls,Ludacris,F Minor,4A,4:50,146,84,71,68,-6 dB,12,0,22,39
2004,19,Overnight Celebrity,Twista,B♭ Minor,3A,3:53,134,79,83,78,-5 dB,18,0,28,18
2004,20,I Don't Wanna Know,Mario Winans ,B Minor,10A,4:17,97,51,83,40,-5 dB,35,0,12,5
2004,21,Read Your Mind,Avant,A♭ Minor,1A,4:23,146,39,75,71,-7 dB,28,0,8,8
2004,22,Step In The Name Of Love,R. Kelly,D♭ Minor,12A,7:12,95,53,77,77,-7 dB,20,0,23,12
2004,23,All Falls Down,Kanye West ,A♭ Minor,1A,3:43,91,72,64,46,-5 dB,18,0,15,51
2004,24,Walked Outta Heaven,Jagged Edge,B♭ Major,6B,4:30,120,62,67,52,-6 dB,57,0,5,22
2004,25,Why?,Jadakiss ,D♭ Minor,12A,4:00,168,94,60,56,-3 dB,2,0,6,24
2004,26,Hotel,Cassidy ,C Major,8B,4:07,91,66,68,41,-7 dB,12,0,11,21
2004,27,Salt Shaker,Ying Yang Twins ,B Major,1B,4:12,102,70,88,32,-6 dB,5,0,9,13
2004,28,My Boo,Usher And Alicia Keys,F Major,7B,3:33,87,61,68,70,-7 dB,47,0,21,4
2004,29,U Should've Known Better,Monica,F# Major,2B,4:17,122,52,75,83,-5 dB,19,0,28,3
2004,30,My Place,Nelly ,D♭ Minor,12A,5:36,163,64,60,58,-4 dB,7,0,11,5
2004,31,One Call Away,Chingy ,D Major,10B,4:36,163,82,76,96,-6 dB,9,0,23,18
2004,32,Locked Up,Akon ,G Major,9B,3:55,90,57,82,37,-4 dB,4,0,10,10
2004,33,Happy People,R. Kelly,A♭ Major,4B,7:49,97,59,83,80,-6 dB,8,0,10,20
2004,34, On Fire,Lloyd Banks,A♭ Major,4B,3:07,95,83,69,44,-4 dB,10,0,27,23
2004,35,Game Over (Flip),Lil' Flip,A♭ Major,4B,3:52,160,59,81,60,-9 dB,0,0,8,38
2004,36,Sunshine,Lil' Flip ,C Major,8B,3:45,94,39,81,79,-10 dB,2,0,13,9
2004,37,Through The Wire,Kanye West,G Major,9B,3:41,83,74,57,66,-6 dB,1,0,16,25
2004,38,Damn!,YoungBloodZ ,E Minor,9A,4:57,84,71,82,50,-6 dB,1,0,35,28
2004,39,Headsprung,LL Cool J,C Major,8B,4:27,100,80,57,46,-6 dB,1,0,7,4
2004,40,Milkshake,Kelis,D♭ Major,3B,3:02,113,77,89,82,-6 dB,1,3,16,4
2004,41,So Sexy,Twista ,B Minor,10A,3:51,144,81,87,54,-3 dB,13,0,10,18
2004,42,Think About You,Luther Vandross,C Major,8B,5:04,130,42,77,47,-9 dB,20,0,7,4
2004,43,Drop It Like It's Hot,Snoop Dogg ,D♭ Major,3B,4:26,92,62,88,63,-4 dB,19,0,10,22
2004,44,Charlene,Anthony Hamilton,C Minor,5A,4:06,124,35,56,45,-10 dB,54,0,11,31
2004,45,Rubber Band Man,T.I.,A♭ Major,4B,5:47,152,77,60,63,-6 dB,14,0,48,39
2004,46,Naughty Girl,Beyonce,F# Minor,11A,3:28,100,46,59,66,-9 dB,24,0,9,16
2004,47,No Problem,Lil Scrappy,D♭ Major,3B,3:34,86,73,86,14,-7 dB,5,0,15,24
2004,48,I'm Still In Love With You,Sean Paul ,G Major,9B,4:33,87,67,76,76,-5 dB,10,0,12,17
2004,49,Hey Ya!,OutKast,E Minor,9A,3:55,80,97,73,96,-2 dB,10,0,17,7
2004,50,Dude,Beenie Man ,F Major,7B,4:14,94,65,71,94,-8 dB,11,0,11,24
2004,51,Wanna Get To Know You,G-Unit ,D♭ Major,3B,4:25,77,83,52,88,-4 dB,10,0,7,14
2004,52,Don't Take Your Love Away,Avant,G Major,9B,4:39,93,53,70,38,-5 dB,36,0,8,4
2004,53,Stand Up,Ludacris ,F# Major,2B,3:33,98,84,75,77,-5 dB,36,0,11,36
2004,54,Change Clothes,JAY-Z,C Major,8B,4:19,104,56,93,41,-11 dB,6,0,5,6
2004,55,Nolia Clap,"Juvenile, Wacko & Skip",F Major,7B,4:30,80,94,84,96,-2 dB,7,0,14,40
2004,56,Still In Love,Teena Marie ,C Major,8B,4:20,79,68,71,90,-4 dB,57,0,24,4
2004,57,Move Ya Body,Nina Sky ,B Minor,10A,3:52,121,71,88,83,-6 dB,2,0,6,4
2004,58,More & More,Joe,D♭ Major,3B,3:08,140,59,83,23,-7 dB,6,0,11,20
